,text
573,moderna vaccine canada federal official deliver detail covid 19 vaccine rollout 
574,covid 19 vaccine china secures deal 100 million pfizer biontech dos domestic drugmakers yet attain app 
575,dothink bill gate evil becoime rich beennice person 
576,got covid 19 vaccineimplore opportunity get done 
577,canada alberta plan send covid 19 team hard hit area edmonton calgary indiablooms first portal 
578,pfizer pfizer_news make fair across state genie bottle 
579,vaccine hustle bed spy 
580,fda approval ellume home covid 19 test isgame changer dr marc siegel 
581,criedlittle 83 year old auntie decided covid vaccine today becausesaid 
582,nurse nyc among first people receive early dose pfizer biontech vaccine monday mornin 
583,arnerosebfg sathnhs north ireland amp wale vaccinating within care home begin vacci 
584,global coronavirus death toll surpasses 1 64 million worldometers 
585,relieved excited receive happy reporthavendevelopedthi 
586,n95 mask bite 
587,first country south approve emergency use vaccine pfizer 
588,government wasmember andseller one day delivery guaranteed 
589,instanewsalerts authorized use vaccine first country 
590,day 1 getting feeling great justlittle bit soreness 
591,lady_vernia laverniaisd vernia_la txhsgbb vypesatx saenmike_joseph lvsportsbooster lavernianews cov id ide 
592,first time finding many people gotshot today also first day l 
593,indiatvnews good trial may begin jan pratinidhi जन प रत न ध wh 
594,great vaccination campaign u history begin nurse given first dose covid vaccine 
595,clue vaccine 
596,hundred vaccine administered uhn clinic yesterday pre registered long term c 
597,last video audio tour final preparation check go live tomorrow exciting time also 
598,need refine vaccine ensure efficacy coverage require extreme cold 
599,vinguptamd please peopleurge research look syncytin 1 itin swimmer 
600,covid19 vaccine done please get vaccine soon becomes available vaccination save life g 
601,perhaps know exactly biontech pfizer others vaccine doese help reduce symptom 
602,hope end terrible time finally within sight said premier jason kenney 
603,photo public reaction pfizer biontech covid 19 vaccine 
604,first vaccination forfamily member done moment ago sisterdaughter 
605,shot hope frontline health care worker receive first covid 19 vaccination 
606,137 897 people uk hav recd first dose first week large 
607,starting todaynew chapter begin hospital maimonidesmc filled hope end dark covid time amp joy 
608,debate right pace continues europepress pressure growing european medicin 
609,borisjohnson lie saying uk first country producevaccine first 
610,whatday whatteam thanks staff going beyond patient 
611,caution civilian mutation covid19 virus 
612,covid 19 update almost 140 000 people vaccinated uk 
613,jab today time u get board swanseabaynhs 
614,start ready 
615,get line nurse helen cordova pause record card receiving 
616,day matter waiting vaccine ri nursing home long term care 
617,covid 19 vaccine situation explained video friday subscribe forreminder 
618,rolling profit driven vaccine costing uk 20billion 12months uk money tree going billionaire 
619,beautiful summary rna vaccine work 
620,aculyer ntcouncilteam present unique challenge due tolow storage temp amp short period time 
621,global coronavirus death toll surpasses 1 64 million worldometers 
622,bend lab rat 
623,ingredient ingredient pfizer biontech covid 19 vaccin 
624,funny ugur sahin meanwhile filthy rich 
625,year grim everyoneam exceptionpiece good news howeverhad 1st dose 
626,ugur chief amp owner wan na get wan na wait h 
627,propaganda amp altruism amp f 
628,everyone seems encourage people study vaccin 
629,3150 people unable work perform daily activity required care 
630,dirty game trust 
631,wonderful interviewing bthft various misconception around 
632,jab hope today feel privileged access quickly hopefully beginning 
633,andrewsuleh uk guidance might find helpful anyone withhistory anaphylaxis 
634,russiacoronavirus death toll rise 49 762 
635,discussing covid vaccination today 
636,hiccup orcomplete screwup hhsgov broken federal government 4 year state report 
637,drbrittanij yaay canbe repeated enough black american must realize thousandscloud witnes 
638,seven gp led site across england deliver covid19 vaccination care home resident week insupervi 
639,daphne dye 89 sharesjoke clinical staff first dose vaccine clacton 
640,happy new year 
641,got covid vaccine yesterday side effect unbearable ego roof andcans 
642,allergic reaction first vaccine polyethylene glycol peg culprit bjajournals 
643,guy need add anything right 
644,beginning end tonightreceived first christmas birthday presentm icu nurse 
645,new today hospital administered vaccine frontline medical staff 
646,derbyshire gps start vaccinating patient morningsurgery th 
647,want ceo pfizer albertbourla take vaccine well political leader prove one 
648,meanwhile pfizerstatement highlight incompetence realdonaldtrump administration 
649,plan getting jab 
650,incredibly honored draw covid vaccine dos badass colleaguescannot wait turn 
651,throwing away shot pfizer vaccine dose 1 
652,need hit panic button scattered report claiming adverse reaction 
653,hear first bronsonhealth say receiving vaccine 
654,since opening door le 60hrs ago uhn clinic given 1 100 
655,people required get unwanted vaccine people also required maintain unwanted pregnancy 
656,got covid vaccine today family patient amp healthcare worker around world fought 
657,todayreceived first dose pfizer covid 19 vaccine thatam grateful thanks employer 
658,listen medical community isnimmune rest u donhave access 1 5 second care 
659,thank science rochester regional health pfizerbiontech 
660,trump federal logistics like worry itlike maralagofailure 
661,got vaccination today socan continue serve fellow american amp support fellow hcws p 
662,
663,arm islittle sore ingood way end sight 
664,find hilarious conspiracy theorist guzzling colloidal silver afraid turning papa 
665,hey folk whenever able please get covid 19 vaccine trust pfizer erection 
666,noubarafeyan scottkirsner great success story based resillience visionary researcher kkariko 
667,clearlyrace finishing line eye market three developer 
668,saying cause harm used control population first thing pfizer uk wa 
669,think 
670,first dos vaccine arrived today bartonhealth start 
671,
672,serious question vaccine afterreceived first dose chance asy 
673,pfizer biontech pfizer biontech vaccine granted emergency use authorization fda 
674,apparently come damaging side effect pursue legal ac 
675,expert panel vote fda give vaccine emergency approval second 
676,got registered tomorrow night 8 pm clinic may 
677,drericdingjust watched german news ard tagesschau people get vaccine also getva 
678,dose one book 
679,feeling thankful hopeful tonight 
680,world war ii army veteran john stephen 96 salute receivingvaccine atveterans affair long 
681,five u kessler womenhealthcare received first dose coronavirus vaccine pfizer version 
682,u say enough vaccine even distribute country click see 
683,today westside regional medical center 
684,hawleymo tell fox2now state slated 350 00 dos end dec wi 
685,chile authorizes pfizer vaccine coronavirus people 16 year age click see 
686,looking future feeling hopeful 
687,shropcommhealth administered resident italready happen 
688,november anonymous source stated eu would pay 15 50 per jab pfizer biontech covid19 vaccine 
689,belgian secretary state accidentally publicises eu covid19 vaccine price early price 1 jab pfizer bi 
690,finally got notification getting vaccine sunday 
691,confirmation svte actively amp nearly done building 
692,got awaited momentswill give daily update lot people many doubtsrecomme 
693,thousand folk already signed donmiss opportunity join u tomorrow le thanday left 
694,great trolling 
695,oops pfizer 
696,haventested vaccine pregnant woman phase 3 low immune system 
697,zeenewsenglish certificate validation identification covid cov id identification chip similar one th 
698,nearly 140 000 people uk received first shot first week roll vacci 
699,question vaccine answered 
700,ithere pharmacy team unpacked first shipment moving dose 
701,richieallenshow already set clinic local shopping mall 
702,possibly marynmckgot first dose tuesday honestlyhad pain 
703,excited see colleague krutu8 brian_raux get muschealth today 
